Date,Open,High,Low,Close,Adj Close,Volume
1996-01-01,1.812932014465332,2.207200050354004,1.549183964729309,2.0759060382843018,1.6377853155136108,24412827
1996-04-01,2.0759060382843018,2.3237760066986084,1.9597179889678955,2.1502668857574463,1.6964524984359741,22127751
1996-07-01,2.145620107650757,2.1920950412750244,1.5569299459457397,1.6564650535583496,1.3198394775390625,18061097
1996-10-01,1.6653729677200317,1.8969759941101074,1.5336920022964478,1.8218400478363037,1.4516068696975708,36083490
1997-01-01,1.8435289859771729,2.2075870037078857,1.7195940017700195,2.0139389038085938,1.6046675443649292,23664050
1997-04-01,1.9984469413757324,2.145620107650757,1.8977500200271606,1.920212984085083,1.5299890041351318,13142383
1997-07-01,1.913241982460022,2.713007926940918,1.8202910423278809,2.3431410789489746,1.8952778577804565,53460371
1997-10-01,2.3470139503479004,2.434154987335205,1.634389042854309,1.7339240312576294,1.4025053977966309,25781291
1998-01-01,1.7350859642028809,2.1301279067993164,1.6653729677200317,1.8113830089569092,1.4651591777801514,31926458
1998-04-01,1.89000403881073,2.881481885910034,1.6963560581207275,2.203713893890381,1.7825005054473877,165583886
1998-07-01,2.2153329849243164,2.9604909420013428,2.0139389038085938,2.730048894882202,2.2596468925476074,90847779
1998-10-01,2.730048894882202,2.7575480937957764,2.037177085876465,2.1115379333496094,1.7477084398269653,70695245
1999-01-01,2.1301279067993164,4.065834045410156,2.096045970916748,4.065834045410156,3.365269184112549,294051496
1999-04-01,4.105338096618652,4.374896049499512,2.865216016769409,3.5394980907440186,2.9296233654022217,249369915
1999-07-01,3.5553770065307617,9.635926246643066,3.485663890838623,9.100683212280273,7.632621765136719,328818173
1999-10-01,8.915555000305176,15.112292289733887,7.474813938140869,13.161094665527344,11.03803825378418,227917726
2000-01-01,13.942658424377441,24.066577911376953,10.54219913482666,14.712989807128906,12.408330917358398,215527802
2000-04-01,15.067365646362305,15.220734596252441,6.645999908447266,12.549553871154785,10.606334686279297,101941533
2000-07-01,12.94343376159668,15.081308364868164,9.922525405883789,10.109588623046875,8.544184684753418,141234425
2000-10-01,10.109588623046875,14.012371063232422,9.568148612976074,12.499592781066895,10.564108848571777,158212395
2001-01-01,12.548392295837402,14.701371192932129,10.01547622680664,12.628561973571777,10.673107147216797,92817593
2001-04-01,12.339252471923828,15.034832954406738,10.969386100769043,12.076665878295898,10.206669807434082,55075792
2001-07-01,11.967448234558105,14.755979537963867,11.302847862243652,12.460088729858398,10.530723571777344,59803229
2001-10-01,12.525154113769531,14.082084655761719,11.758308410644531,13.319886207580566,11.371424674987793,54547260
2002-01-01,13.408188819885254,16.07356071472168,12.80981731414795,15.517017364501953,13.247149467468262,53761079
2002-04-01,15.901601791381836,16.359384536743164,11.47945499420166,13.024765968322754,11.119473457336426,31960055
2002-07-01,12.78309440612793,14.639790534973145,11.618882179260254,13.021281242370605,11.116498947143555,18120170
2002-10-01,13.013147354125977,14.267987251281738,11.851259231567383,13.965895652770996,12.040241241455078,34323327
2003-01-01,13.828792572021484,15.218411445617676,11.897734642028809,12.613457679748535,10.874282836914062,33468185
2003-04-01,13.431427001953125,16.865968704223633,12.362489700317383,16.278053283691406,14.033592224121094,38028646
2003-07-01,16.266433715820312,25.096784591674805,14.965120315551758,22.868282318115234,19.71514320373535,90119371
2003-10-01,23.0611572265625,32.207542419433594,22.401203155517578,27.683147430419922,24.146997451782227,81949011
2004-01-01,27.978267669677734,33.694759368896484,27.18818473815918,30.278806686401367,26.41109275817871,80594469
