Date,Open,High,Low,Close,Adj Close,Volume
2002-07-01,5.239737033843994,5.758562088012695,3.7493319511413574,4.392518043518066,3.2077391147613525,1757557
2002-10-01,4.392518043518066,4.614038944244385,3.6735479831695557,4.268156051635742,3.1169207096099854,1333627
2003-01-01,4.392518043518066,5.324265003204346,3.9931979179382324,4.219576835632324,3.081444263458252,3232215
2003-04-01,4.241922855377197,5.953848838806152,4.214718818664551,5.377702236175537,3.9271929264068604,6848925
2003-07-01,5.501092910766602,7.098371982574463,4.126305103302002,5.612823963165283,4.098896503448486,8718221
2003-10-01,5.665289878845215,9.139663696289062,5.545784950256348,8.287588119506836,6.556183815002441,8775334
2004-01-01,8.669419288635254,8.873451232910156,5.945105075836182,6.779693126678467,5.363310813903809,7118972
2004-04-01,6.8545050621032715,8.496478080749512,6.211318016052246,7.635656833648682,6.040450096130371,4197552
2004-07-01,7.630798816680908,9.357298851013184,7.364584922790527,9.286373138427734,7.3463053703308105,8679304
2004-10-01,9.22807788848877,12.156423568725586,9.094971656799316,11.47340202331543,9.780574798583984,17083041
2005-01-01,11.490891456604004,15.683263778686523,10.484333038330078,14.818556785583496,12.632177352905273,8936657
2005-04-01,14.95166301727295,25.023075103759766,14.561087608337402,24.872478485107422,21.202709197998047,9520230
2005-07-01,25.023075103759766,291.474365234375,24.001943588256836,32.29438781738281,28.39183807373047,7679862
2005-10-01,31.398590087890625,42.290016174316406,25.732328414916992,39.219818115234375,34.480369567871094,15760971
2006-01-01,38.607723236083984,51.90867233276367,35.670631408691406,47.49477767944336,41.75537109375,9195987
2006-04-01,46.58537673950195,49.6905517578125,24.712169647216797,36.57614517211914,32.15617752075195,5121932
2006-07-01,36.82487106323242,37.179500579833984,30.3560848236084,34.60578155517578,30.80405616760254,2581727
2006-10-01,34.60578155517578,43.47923278808594,33.03376388549805,35.57444763183594,31.666311264038086,6996046
2007-01-01,35.57444763183594,43.72115707397461,34.612579345703125,41.29705810546875,36.76024627685547,10830228
2007-04-01,39.34904098510742,54.40855026245117,34.49599075317383,36.774349212646484,32.73439025878906,10093204
2007-07-01,36.92980194091797,38.37746047973633,32.6645622253418,35.409278869628906,31.774221420288086,6347910
2007-10-01,33.519554138183594,43.915470123291016,29.419479370117188,42.67184829711914,38.29123306274414,13445917
2008-01-01,42.2637825012207,53.33009338378906,27.306289672851562,32.445953369140625,29.115108489990234,14206561
2008-04-01,32.980323791503906,33.90818405151367,13.407820701599121,13.534126281738281,12.144734382629395,6422870
2008-07-01,13.791595458984375,14.573718070983887,9.910127639770508,10.604808807373047,9.576083183288574,38178299
2008-10-01,10.614524841308594,11.304347038269043,5.635170936584473,6.222977161407471,5.619312763214111,7229102
2009-01-01,6.495019912719727,8.239007949829102,4.396405220031738,6.786495208740234,6.128166198730469,18286676
2009-04-01,6.655331134796143,18.20743179321289,6.655331134796143,14.879766464233398,13.436342239379883,21934922
2009-07-01,14.768033981323242,23.803739547729492,13.223219871520996,23.240222930908203,21.255876541137695,13111529
2009-10-01,23.313091278076172,32.66941833496094,23.313091278076172,32.05732345581055,29.320140838623047,45710817
2010-01-01,31.887296676635742,36.667476654052734,27.471458435058594,31.124605178833008,28.46705436706543,15408182
2010-04-01,30.79912567138672,49.55064392089844,30.79912567138672,46.13067626953125,42.191837310791016,46398616
2010-07-01,45.6643180847168,79.59679412841797,44.55671691894531,75.15666961669922,68.7394790649414,92711245
2010-10-01,74.13164520263672,81.41851043701172,61.403934478759766,68.36045837402344,63.2755012512207,16160324
2011-01-01,69.83240509033203,71.3140640258789,52.07675552368164,67.9961166381836,62.938255310058594,17896891
2011-04-01,68.10784149169922,70.84284973144531,53.80616760253906,59.25674057006836,54.84895706176758,7336587
